date,time_utc,station_id,station_name,latitude,longitude,elevation_m,temperature_c,temperature_f,feels_like_c,dew_point_c,humidity_pct,pressure_station_hpa,pressure_sea_level_hpa,pressure_trend,wind_speed_kmh,wind_direction_deg,wind_direction_cardinal,wind_gust_kmh,visibility_km,cloud_cover_pct,cloud_ceiling_m,precipitation_type,precipitation_mm,snow_depth_cm,precipitation_prob_pct,uv_index,solar_radiation_wm2,weather_condition,weather_code,air_quality_index,pm2_5_ugm3,pm10_ugm3,ozone_ppb,no2_ppb,co_ppm,sunrise_utc,sunset_utc,daylight_hours,soil_temp_c,soil_moisture_pct,evapotranspiration_mm
2023-06-13,02:36,IND001,Indianapolis - Intl,39.7173,-86.2944,248,-20.6,-5.1,-28.5,-25.0,78,980.0,1009.4,steady,11.4,259,W,18.5,37.0,4,,sleet,22.5,0.0,89,0,0,Sleet,130,94,23.1,35.6,42.1,72.1,2.17,04:00,20:00,16,-23.2,51.4,0
2023-06-13,03:29,BOS001,Boston - Logan,42.3656,-71.0096,9,-13.9,7.0,-24.5,-29.3,23,989.8,990.9,falling rapidly,29.4,59,ENE,48.9,1.4,31,300,snow,0.0,19.6,91,0,0,Heavy Snow,122,208,50.4,76.9,31.0,13.2,0.48,04:00,20:00,16,-17.4,24.5,2.82
2023-06-13,05:12,HNL001,Honolulu - Intl,21.325,-157.925,4,1.7,35.1,-0.8,-9.3,45,1013.0,1013.5,falling rapidly,8.2,304,NW,12.5,31.9,54,1500,thunderstorm,18.2,0.0,91,0,0,Thunderstorm,150,59,16.4,27.4,59.3,26.2,0.68,04:00,20:00,16,-3.1,22.8,4.58
2023-06-13,12:25,MIA001,Miami - International,25.7959,-80.287,3,5.4,41.7,3.1,1.0,78,1014.6,1015.0,rising rapidly,10.2,121,ESE,16.3,9.0,37,600,none,0.0,0.0,91,8.1,794.6,Haze,106,6,0.1,0.1,34.6,71.9,2.28,04:00,20:00,16,1.7,51.0,7.12
2023-06-13,13:43,SFO001,San Francisco - Intl,37.6213,-122.379,4,-1.1,30.0,-5.4,-10.3,54,1014.2,1014.7,falling rapidly,13.1,333,NNW,27.8,36.5,95,9000,none,0.0,0.0,97,4.0,525.0,Overcast,104,12,1.6,3.9,23.3,48.7,0.27,04:00,20:00,16,-4.4,23.7,5.48
2023-06-13,22:06,DFW001,Dallas - Fort Worth,32.8998,-97.0403,182,-15.4,4.3,-23.7,-19.0,82,985.7,1007.3,steady,16.0,278,W,17.7,28.1,75,600,snow,0.0,10.5,97,0,0,Blowing Snow,123,264,64.9,104.6,52.5,49.2,2.5,04:00,20:00,16,-18.4,52.6,0.65
2023-06-14,05:08,PHL001,Philadelphia - Intl,39.8729,-75.2437,9,-6.6,20.1,-10.4,-13.0,68,1010.7,1011.8,steady,7.7,122,ESE,18.7,11.6,78,300,snow,0.0,16.2,76,0,0,Snow Showers,124,279,75.6,131.4,49.6,59.4,1.44,04:00,20:00,16,-10.0,53.7,5.98
2023-06-22,14:29,TPA001,Tampa - Intl,27.9755,-82.5332,9,0.1,32.2,-5.4,-5.1,74,1009.5,1010.6,steady,22.3,51,NE,39.4,2.0,52,9000,none,0.0,0.0,79,7.0,721.4,Dust,108,259,70.1,114.5,32.1,23.5,1.02,04:00,20:00,16,-1.7,5.4,1.3
2023-06-22,21:56,RDU001,Raleigh-Durham - Intl,35.8801,-78.788,132,-10.1,13.8,-19.8,-12.9,86,992.1,1007.8,falling rapidly,31.3,181,S,51.2,19.3,3,,rain,58.9,0.0,21,0,0,Light Rain,110,60,22.8,32.6,29.1,11.6,1.92,04:00,20:00,16,-11.5,17.5,0.8
2023-06-23,11:01,SEA001,Seattle - Sea-Tac,47.4502,-122.3088,137,-11.2,11.8,-20.9,-17.6,68,1012.8,1029.4,falling rapidly,28.5,156,SSE,40.9,10.4,39,600,none,0.0,0.0,97,7.3,725.3,Partly Cloudy,102,178,43.5,72.1,85.1,19.4,2.22,04:00,20:00,16,-13.0,33.7,2.96
2023-06-23,12:35,PDX001,Portland - Intl,45.5898,-122.5951,9,-7.6,18.3,-11.6,-22.6,25,1020.5,1021.6,rising rapidly,7.8,178,S,17.2,12.2,51,,snow,0.0,38.2,87,7.1,726.3,Snow Showers,124,137,31.9,52.0,42.7,79.7,2.1,04:00,20:00,16,-9.3,29.1,0
2023-06-23,14:30,MCI001,Kansas City - Intl,39.2976,-94.7139,313,-6.1,21.0,-13.1,-19.9,31,976.6,1013.7,rising,20.7,186,S,21.9,37.9,59,9000,none,0.0,0.0,92,6.5,687.3,Mostly Cloudy,103,128,29.5,52.7,74.7,76.1,0.55,04:00,20:00,16,-9.0,10.8,3.65
2023-06-24,05:02,IAH001,Houston - Hobby,29.6454,-95.2789,15,-6.3,20.7,-6.3,-7.1,96,1025.6,1027.4,steady,3.2,338,NNW,3.2,1.3,36,150,sleet,28.1,0.0,60,0,0,Ice Storm,133,168,37.4,58.5,84.3,25.1,2.95,04:00,20:00,16,-9.8,59.7,4.12
2023-06-24,06:33,IND001,Indianapolis - Intl,39.7173,-86.2944,248,-7.1,19.2,-14.3,-19.1,40,977.8,1007.1,rising,20.8,113,ESE,25.1,15.7,26,,snow,0.0,17.7,73,0,0.0,Blowing Snow,123,114,29.0,45.7,56.6,11.6,2.69,04:00,20:00,16,-8.6,49.5,3.49
2023-06-24,09:05,PHL001,Philadelphia - Intl,39.8729,-75.2437,9,-2.4,27.7,-6.7,-10.2,61,1020.0,1021.1,falling,11.9,42,NE,16.3,28.2,82,900,thunderstorm,42.7,0.0,92,3.1,367.9,Severe Thunderstorm,151,205,52.5,80.6,15.1,49.7,0.36,04:00,20:00,16,-3.8,15.5,4.0
2023-06-24,10:36,ORD001,Chicago - O'Hare Area,41.9742,-87.9073,201,-7.4,18.7,-17.7,-15.2,61,991.6,1015.6,falling,43.7,160,SSE,50.8,7.2,58,9000,snow,0.0,15.5,42,5.3,555.1,Snow Showers,124,113,26.3,29.8,17.4,78.2,0.65,04:00,20:00,16,-11.4,7.9,7.53
2023-06-24,14:37,MIA001,Miami - International,25.7959,-80.287,3,9.6,49.3,9.6,3.6,70,1010.9,1011.3,falling rapidly,1.0,93,E,1.0,35.7,4,,none,0.0,0.0,1,10.4,955.4,Haze,106,118,27.9,46.3,23.5,51.2,1.7,04:00,20:00,16,4.9,55.9,4.54
2023-06-24,19:05,MSY001,New Orleans - Moisant,29.9934,-90.258,3,-1.4,29.5,-1.4,-6.8,73,1013.6,1014.0,rising,1.3,75,ENE,1.3,3.2,61,,snow,0.0,18.1,69,1.5,154.7,Snow Showers,124,12,0.1,0.1,60.1,52.0,2.05,04:00,20:00,16,-2.5,52.4,5.19
2023-06-24,23:08,NYC001,New York - Central Park,40.7829,-73.9654,39,-14.8,5.4,-21.9,-24.6,51,1009.4,1014.1,falling rapidly,12.4,151,SSE,32.4,1.8,20,,none,0.0,0.0,4,0,0,Haze,106,197,52.6,86.3,53.8,57.0,0.15,04:00,20:00,16,-19.3,20.9,0.47
2023-06-25,01:31,LAX001,Los Angeles - Downtown,34.0522,-118.2437,71,-14.8,5.4,-24.0,-30.0,24,1013.7,1022.3,rising rapidly,20.5,200,SSW,41.8,1.3,38,600,sleet,50.6,0.0,79,0,0,Sleet,130,165,45.9,69.9,84.1,16.5,0.98,04:00,20:00,16,-16.5,25.6,0.98
2023-06-25,08:20,PHX001,Phoenix - Sky Harbor,33.4373,-112.0078,337,-0.3,31.5,-5.4,-15.9,22,972.9,1012.8,rising rapidly,18.6,32,NNE,19.6,34.5,0,,none,0.0,0.0,34,4.8,433.9,Clear,100,281,67.5,112.6,17.0,14.6,1.95,04:00,20:00,16,-2.0,42.0,4.18
2023-06-25,13:21,LAS001,Las Vegas - McCarran,36.084,-115.1537,664,-6.9,19.6,-12.8,-11.7,76,946.0,1024.3,rising,14.5,167,SSE,37.9,32.6,33,1500,none,0.0,0.0,95,8.6,835.0,Smoke,107,231,56.7,85.8,72.3,12.0,2.76,04:00,20:00,16,-11.1,25.6,2.84
2023-06-25,23:11,ATL001,Atlanta - Hartsfield,33.6407,-84.4277,313,-5.3,22.5,-8.5,-20.1,26,981.3,1018.6,falling rapidly,6.9,75,ENE,21.0,3.6,20,,rain,20.2,0.0,40,0,0,Light Rain,110,41,11.4,31.3,63.7,54.2,0.41,04:00,20:00,16,-8.9,22.3,3.91
2023-06-26,12:45,SLC001,Salt Lake City - Intl,40.7884,-111.9778,1288,-11.9,10.6,-20.8,-17.9,70,875.6,1022.7,falling rapidly,23.0,8,N,31.0,32.2,87,300,snow,0.0,38.1,64,4.5,550.8,Blowing Snow,123,180,46.3,70.0,59.0,58.5,1.23,04:00,20:00,16,-16.0,47.0,5.23
2023-06-26,14:44,DEN001,Denver - Stapleton,39.7392,-104.9903,1609,-14.5,5.9,-23.9,-23.7,54,824.8,1002.1,falling,21.6,223,SW,33.9,34.5,9,,snow,0.0,36.1,98,10.1,931.1,Blowing Snow,123,134,33.9,56.9,33.0,30.4,0.89,04:00,20:00,16,-17.9,44.3,4.31
2023-06-26,15:43,ANC001,Anchorage - Intl,61.1743,-149.9963,46,-26.0,-14.8,-39.2,-27.0,95,1007.4,1012.9,falling,24.4,194,SSW,44.8,21.6,0,,snow,0.0,17.1,88,9.9,901.0,Blizzard,125,160,38.6,64.6,85.5,76.8,0.91,04:00,20:00,16,-30.5,35.3,5.32
2023-06-26,16:27,DFW001,Dallas - Fort Worth,32.8998,-97.0403,182,-1.0,30.2,-6.9,-14.2,34,997.8,1019.7,steady,23.1,299,WNW,43.6,28.8,6,,none,0.0,0.0,84,8.3,758.4,Clear,100,219,60.1,96.9,17.4,59.3,1.06,04:00,20:00,16,-3.4,58.9,5.14
2023-06-26,17:05,ABQ001,Albuquerque - Intl Sunport,35.0402,-106.609,1619,-16.2,2.8,-27.2,-31.8,22,834.9,1015.6,rising rapidly,27.8,295,WNW,48.5,25.0,58,300,rain,17.7,0.0,96,4.2,442.7,Drizzle,113,24,8.4,13.1,38.4,70.2,1.57,04:00,20:00,16,-19.7,34.6,2.78
2023-06-26,18:50,MKE001,Milwaukee - Mitchell,42.9472,-87.8966,211,-11.9,10.6,-18.2,-12.3,98,982.6,1007.6,rising,11.8,12,NNE,27.6,28.8,80,1500,snow,0.0,35.8,73,2.2,260.3,Light Snow,120,231,61.4,95.4,83.4,43.7,2.04,04:00,20:00,16,-13.6,57.8,0.96
2023-06-26,23:45,MSP001,Minneapolis - St Paul,44.8848,-93.2223,255,-25.6,-14.1,-35.7,-29.8,79,984.7,1015.1,falling,14.1,82,E,18.4,30.1,96,900,snow,0.0,19.5,29,0,0,Light Snow,120,230,60.8,94.6,32.5,35.3,1.13,04:00,20:00,16,-30.3,44.2,0.76
2023-06-27,14:18,DTW001,Detroit - Metro Wayne,42.2162,-83.3554,195,-8.2,17.2,-14.8,-22.2,30,994.3,1017.7,falling,16.2,230,SW,29.2,18.8,87,900,snow,0.0,19.6,30,4.5,550.8,Blizzard,125,186,50.9,82.1,43.2,47.7,2.26,04:00,20:00,16,-11.0,29.7,1.12
2023-06-27,17:10,CLE001,Cleveland - Hopkins,41.4117,-81.8498,245,-11.0,12.2,-18.0,-11.6,97,994.4,1023.8,steady,14.9,91,E,25.3,22.2,16,,none,0.0,0.0,75,6.1,573.6,Fog,105,290,69.2,107.5,40.5,50.8,2.57,04:00,20:00,16,-16.0,23.1,2.69
2023-06-28,04:55,BOS001,Boston - Logan,42.3656,-71.0096,9,-16.0,3.2,-25.0,-29.4,33,1006.8,1007.9,rising,18.2,262,W,39.8,10.1,51,150,sleet,15.4,0.0,27,0,0,Ice Storm,133,163,39.7,62.9,33.8,62.8,0.23,04:00,20:00,16,-20.5,24.9,3.23
2023-06-28,06:28,SFO001,San Francisco - Intl,37.6213,-122.379,4,-5.4,22.3,-13.8,-12.2,66,1019.2,1019.7,rising,32.4,140,SE,41.6,37.3,44,9000,snow,0.0,35.7,36,0,0.0,Blizzard,125,56,10.0,17.7,18.4,67.1,0.65,04:00,20:00,16,-7.1,28.6,4.21
2023-06-28,07:17,STL001,St Louis - Lambert,38.7487,-90.37,172,-7.3,18.9,-12.4,-21.5,29,983.6,1003.9,steady,11.1,151,SSE,24.5,10.7,96,150,snow,0.0,2.0,52,0.9,115.7,Blizzard,125,72,21.8,31.9,44.9,43.6,0.66,04:00,20:00,16,-9.1,44.8,4.67
2023-06-28,08:25,HNL001,Honolulu - Intl,21.325,-157.925,4,7.6,45.7,5.9,6.6,95,1016.0,1016.5,rising rapidly,9.2,86,E,23.8,24.8,48,600,none,0.0,0.0,24,3.2,329.8,Overcast,104,241,61.5,100.8,11.4,31.4,1.06,04:00,20:00,16,5.9,49.3,4.12
2023-06-28,19:15,BWI001,Baltimore - Washington,39.1754,-76.6684,46,-15.2,4.6,-21.4,-27.6,38,1004.0,1009.5,falling rapidly,9.7,29,NNE,31.3,14.9,0,,none,0.0,0.0,49,2.4,222.5,Mist,109,19,9.3,20.2,11.6,7.1,2.0,04:00,20:00,16,-20.1,24.4,2.06
2023-07-07,10:56,BOS001,Boston - Logan,42.3656,-71.0096,9,-12.1,10.2,-18.2,-19.5,63,1021.1,1022.2,rising,11.1,263,W,27.3,19.5,54,6000,sleet,38.8,0.0,80,5.5,570.7,Ice Pellets,132,30,9.8,23.1,27.7,47.0,0.79,03:00,21:00,18,-15.1,27.9,3.44
2023-07-07,19:59,HNL001,Honolulu - Intl,21.325,-157.925,4,-2.5,27.5,-8.0,-9.3,66,999.7,1000.2,falling,17.8,82,E,36.8,25.3,100,3000,none,0.0,0.0,73,0.8,111.3,Haze,106,232,62.8,99.8,56.4,25.6,2.96,03:00,21:00,18,-4.6,19.5,1.58
2023-07-07,23:56,MCI001,Kansas City - Intl,39.2976,-94.7139,313,-15.2,4.6,-22.3,-32.2,15,966.1,1002.8,falling,12.3,247,WSW,20.8,35.4,68,1500,snow,0.0,14.3,45,0,0,Blowing Snow,123,57,15.2,28.6,78.4,60.7,2.92,03:00,21:00,18,-16.6,16.2,3.66
2023-07-08,00:41,SFO001,San Francisco - Intl,37.6213,-122.379,4,-16.5,2.3,-16.5,-29.7,34,1021.7,1022.2,rising rapidly,1.6,230,SW,1.6,6.3,20,,snow,0.0,31.2,100,0,0,Heavy Snow,122,79,17.7,25.7,50.4,40.1,1.21,03:00,21:00,18,-18.6,16.5,3.7
2023-07-08,00:51,PHX001,Phoenix - Sky Harbor,33.4373,-112.0078,337,-11.9,10.6,-11.9,-20.7,56,957.9,997.2,falling rapidly,0.4,10,N,0.4,17.7,1,,rain,18.2,0.0,31,0,0,Freezing Drizzle,115,193,51.3,77.0,48.7,41.3,2.47,03:00,21:00,18,-16.2,22.4,5.37
2023-07-08,04:28,SLC001,Salt Lake City - Intl,40.7884,-111.9778,1288,-21.9,-7.4,-32.6,-26.9,75,873.9,1020.7,rising,19.0,266,W,22.2,26.8,53,900,none,0.0,0.0,5,0,0,Haze,106,262,63.7,109.3,33.7,24.4,1.5,03:00,21:00,18,-25.0,34.7,7.3
2023-07-08,12:26,MSY001,New Orleans - Moisant,29.9934,-90.258,3,9.9,49.8,8.8,3.7,69,999.3,999.7,falling rapidly,8.2,219,SW,30.4,11.2,28,,none,0.0,0.0,69,8.7,838.4,Mostly Clear,101,93,14.8,20.5,52.2,62.3,2.67,03:00,21:00,18,6.9,43.1,2.31
2023-07-08,12:28,LAX001,Los Angeles - Downtown,34.0522,-118.2437,71,-3.7,25.3,-3.7,-6.7,85,986.2,994.6,falling,0.6,143,SE,0.6,37.7,16,,none,0.0,0.0,3,9.6,896.9,Haze,106,206,52.0,74.9,52.9,34.6,0.65,03:00,21:00,18,-5.2,28.9,1.4
2023-07-09,02:01,LAS001,Las Vegas - McCarran,36.084,-115.1537,664,-15.2,4.6,-24.4,-19.2,80,939.4,1017.1,falling,19.8,323,NW,27.7,34.8,14,,snow,0.0,31.5,23,0,0,Snow Showers,124,39,14.7,20.5,37.3,43.5,2.3,03:00,21:00,18,-19.3,10.7,6.73
2023-07-09,03:33,MKE001,Milwaukee - Mitchell,42.9472,-87.8966,211,-20.1,-4.2,-29.3,-29.5,53,999.2,1024.6,falling rapidly,15.3,333,NNW,32.6,18.6,69,900,none,0.0,0.0,70,0,0,Mostly Clear,101,121,27.1,48.8,78.9,25.1,1.8,03:00,21:00,18,-21.1,55.5,5.17
2023-07-09,06:40,DEN001,Denver - Stapleton,39.7392,-104.9903,1609,-23.1,-9.6,-32.1,-26.7,82,830.6,1009.1,falling,12.9,75,ENE,25.8,1.7,48,600,none,0.0,0.0,80,0,0.0,Dust,108,26,7.3,1.6,50.3,42.2,1.69,03:00,21:00,18,-28.0,22.4,0.97
2023-07-09,16:38,ORD001,Chicago - O'Hare Area,41.9742,-87.9073,201,-9.4,15.1,-16.8,-23.8,28,985.5,1009.4,steady,18.4,52,NE,24.8,24.9,47,6000,snow,0.0,10.7,39,5.9,598.1,Blowing Snow,123,270,72.6,121.3,37.6,73.8,1.52,03:00,21:00,18,-11.3,22.2,0
2023-07-10,02:57,IND001,Indianapolis - Intl,39.7173,-86.2944,248,-12.7,9.1,-20.2,-29.1,18,969.7,998.8,rising rapidly,15.4,55,NE,21.2,23.7,31,3000,sleet,49.3,0.0,37,0,0,Ice Pellets,132,285,73.3,118.6,13.2,42.1,2.85,03:00,21:00,18,-16.5,54.0,2.0
2023-07-10,05:48,NYC001,New York - Central Park,40.7829,-73.9654,39,-11.6,11.1,-17.8,-27.4,21,1015.8,1020.5,falling,11.8,123,ESE,26.0,17.5,72,,snow,0.0,25.4,7,0,0,Blowing Snow,123,135,32.3,54.4,21.9,75.0,0.2,03:00,21:00,18,-14.2,59.5,6.1
2023-07-10,09:12,MIA001,Miami - International,25.7959,-80.287,3,0.3,32.5,-5.3,-6.5,66,1021.3,1021.7,rising rapidly,23.1,106,ESE,35.3,6.2,46,9000,none,0.0,0.0,12,4.8,480.1,Dust,108,217,53.6,76.2,37.9,49.0,0.14,03:00,21:00,18,-2.4,36.8,5.06
2023-07-11,01:26,CLE001,Cleveland - Hopkins,41.4117,-81.8498,245,-24.2,-11.6,-24.2,-38.4,29,995.3,1024.8,rising,2.9,321,NW,2.9,2.6,55,300,snow,0.0,4.5,93,0,0,Heavy Snow,122,135,31.4,51.4,56.5,58.5,0.31,03:00,21:00,18,-28.6,45.9,2.84
2023-07-11,03:58,BWI001,Baltimore - Washington,39.1754,-76.6684,46,-8.0,17.6,-13.8,-19.8,41,1017.0,1022.6,falling,13.1,219,SW,34.6,24.3,15,,snow,0.0,9.2,94,0,0,Heavy Snow,122,174,44.1,74.0,85.2,72.3,1.86,03:00,21:00,18,-11.2,54.6,3.6
2023-07-11,05:59,ATL001,Atlanta - Hartsfield,33.6407,-84.4277,313,-7.5,18.5,-15.2,-8.1,97,977.8,1015.0,rising,23.0,157,SSE,28.1,18.3,3,,snow,0.0,5.7,89,0,0,Snow Showers,124,22,5.5,5.1,85.3,79.8,2.07,03:00,21:00,18,-10.9,50.3,1.81
2023-07-11,10:47,PDX001,Portland - Intl,45.5898,-122.5951,9,-15.7,3.7,-24.3,-25.1,53,1003.1,1004.2,falling rapidly,16.8,229,SW,32.9,17.3,27,,none,0.0,0.0,5,7.1,676.3,Fog,105,196,54.6,87.2,21.2,61.3,2.54,03:00,21:00,18,-17.3,53.1,0
2023-07-11,11:54,IAH001,Houston - Hobby,29.6454,-95.2789,15,2.9,37.2,-1.2,-4.7,62,997.5,999.3,rising,17.5,20,NNE,27.9,29.8,7,,none,0.0,0.0,9,9.4,869.4,Overcast,104,131,31.7,56.3,25.0,37.1,1.12,03:00,21:00,18,0.4,42.7,4.73
2023-07-11,14:25,STL001,St Louis - Lambert,38.7487,-90.37,172,-10.6,12.9,-17.8,-15.2,77,997.6,1018.2,rising rapidly,16.3,271,W,34.0,7.4,70,,snow,0.0,24.9,95,5.7,633.7,Blizzard,125,15,1.0,3.4,42.5,9.9,2.31,03:00,21:00,18,-15.5,15.2,2.71
2023-07-11,15:01,ABQ001,Albuquerque - Intl Sunport,35.0402,-106.609,1619,-13.8,7.2,-19.0,-21.4,62,843.5,1026.1,falling,8.2,239,WSW,19.3,19.2,4,,none,0.0,0.0,38,9.6,882.9,Fog,105,44,5.9,4.9,55.5,69.6,0.51,03:00,21:00,18,-18.2,44.5,0
2023-07-12,00:48,PHL001,Philadelphia - Intl,39.8729,-75.2437,9,-11.0,12.2,-18.1,-16.0,75,1012.8,1013.9,falling,15.4,80,E,23.9,16.3,0,,rain,33.7,0.0,61,0,0,Light Rain,110,11,0.1,5.0,55.7,37.1,0.66,03:00,21:00,18,-13.9,47.6,4.5
2023-07-12,03:27,DFW001,Dallas - Fort Worth,32.8998,-97.0403,182,-8.3,17.1,-14.2,-19.1,46,1004.6,1026.6,falling rapidly,13.3,272,W,27.2,7.5,27,,snow,0.0,28.4,0,0,0,Snow Showers,124,174,43.8,65.2,32.8,21.6,0.27,03:00,21:00,18,-10.4,25.3,1.07
2023-07-12,03:56,SEA001,Seattle - Sea-Tac,47.4502,-122.3088,137,-20.6,-5.1,-32.8,-30.2,52,991.3,1007.6,falling rapidly,27.2,105,ESE,51.3,16.7,16,,none,0.0,0.0,91,0,0,Mist,109,27,4.4,7.4,84.0,67.2,1.34,03:00,21:00,18,-24.1,54.0,0
2023-07-12,06:44,RDU001,Raleigh-Durham - Intl,35.8801,-78.788,132,-9.1,15.6,-16.0,-25.1,20,999.5,1015.3,rising rapidly,16.7,252,WSW,27.0,0.9,62,6000,snow,0.0,32.7,32,0,0.0,Moderate Snow,121,298,74.3,120.3,62.3,43.9,1.31,03:00,21:00,18,-10.2,20.6,0
2023-07-12,09:40,MSP001,Minneapolis - St Paul,44.8848,-93.2223,255,-9.0,15.8,-12.5,-18.2,54,988.5,1019.0,rising rapidly,6.3,246,WSW,7.7,35.0,57,3000,snow,0.0,4.7,56,4.3,445.8,Snow Showers,124,152,29.8,45.9,66.2,62.3,1.61,03:00,21:00,18,-11.4,21.7,5.76
2023-07-13,02:56,ANC001,Anchorage - Intl,61.1743,-149.9963,46,-32.8,-27.0,-45.5,-34.2,93,994.2,999.6,falling,16.6,356,N,38.0,37.1,86,6000,snow,0.0,15.8,68,0,0,Blizzard,125,70,19.1,32.2,20.4,8.3,2.61,03:00,21:00,18,-34.4,28.4,0
2023-07-13,05:58,TPA001,Tampa - Intl,27.9755,-82.5332,9,-1.5,29.3,-1.5,-11.3,51,1017.5,1018.6,rising rapidly,0.3,3,N,0.3,28.9,13,,snow,0.0,38.7,89,0,0,Moderate Snow,121,261,58.6,91.5,26.1,59.4,1.46,03:00,21:00,18,-2.6,41.7,4.32
2023-07-13,07:26,DTW001,Detroit - Metro Wayne,42.2162,-83.3554,195,-17.1,1.2,-17.1,-25.1,60,992.8,1016.1,rising,1.8,232,SW,1.8,27.5,19,,snow,0.0,8.9,76,2.1,201.4,Heavy Snow,122,32,5.5,14.5,68.2,25.1,1.45,03:00,21:00,18,-20.2,54.8,0.86
2023-07-21,20:48,TPA001,Tampa - Intl,27.9755,-82.5332,9,-2.0,28.4,-8.7,-8.0,70,1005.0,1006.1,rising,26.6,8,N,28.2,1.1,32,3000,rain,23.4,0.0,81,0,0.0,Moderate Rain,111,88,20.0,33.2,44.9,54.9,0.45,03:00,21:00,18,-4.2,31.5,4.56
2023-07-21,22:12,LAS001,Las Vegas - McCarran,36.084,-115.1537,664,-14.3,6.3,-14.3,-22.5,59,933.8,1011.0,rising rapidly,2.0,304,NW,2.0,33.4,70,150,none,0.0,0.0,7,0,0,Mist,109,237,58.2,99.1,19.5,24.6,2.53,03:00,21:00,18,-16.3,33.5,0.79
2023-07-21,22:41,PDX001,Portland - Intl,45.5898,-122.5951,9,-25.1,-13.2,-36.4,-38.7,32,1018.9,1020.0,rising rapidly,18.2,210,SSW,25.9,38.2,99,3000,snow,0.0,35.9,94,0,0,Snow Showers,124,135,30.8,43.8,46.7,24.5,2.25,03:00,21:00,18,-28.3,54.0,5.36
2023-07-21,23:18,SFO001,San Francisco - Intl,37.6213,-122.379,4,-16.2,2.8,-16.2,-29.0,36,994.6,995.1,falling rapidly,1.7,119,ESE,1.7,13.2,4,,sleet,14.6,0.0,24,0,0,Freezing Rain,131,246,63.1,105.7,77.0,78.9,2.64,03:00,21:00,18,-19.2,46.3,0
2023-07-22,02:40,MSP001,Minneapolis - St Paul,44.8848,-93.2223,255,-20.5,-4.9,-27.8,-37.1,17,981.0,1011.3,falling,10.1,117,ESE,34.4,21.7,54,300,none,0.0,0.0,30,0,0,Mist,109,67,18.1,33.2,83.4,55.4,2.63,03:00,21:00,18,-23.2,27.7,1.01
2023-07-22,09:58,DEN001,Denver - Stapleton,39.7392,-104.9903,1609,-16.3,2.7,-26.1,-25.7,53,837.9,1018.0,rising rapidly,21.1,95,E,29.2,30.5,44,600,none,0.0,0.0,72,4.8,486.3,Overcast,104,138,35.3,54.1,28.5,57.0,2.73,03:00,21:00,18,-19.4,42.3,4.25
2023-07-22,14:30,NYC001,New York - Central Park,40.7829,-73.9654,39,-8.6,16.5,-13.0,-10.0,93,1012.1,1016.8,rising,8.5,189,S,22.8,8.5,12,,snow,0.0,8.5,22,9.9,916.4,Snow Showers,124,73,18.2,20.7,23.8,56.5,0.59,03:00,21:00,18,-11.7,49.0,3.66
2023-07-22,17:16,HNL001,Honolulu - Intl,21.325,-157.925,4,7.0,44.6,2.0,-3.8,46,1007.9,1008.4,rising rapidly,39.0,58,ENE,56.4,19.9,26,,none,0.0,0.0,53,5.7,542.4,Smoke,107,107,28.6,46.3,20.0,17.7,2.2,03:00,21:00,18,3.1,54.2,0
2023-07-22,18:14,MCI001,Kansas City - Intl,39.2976,-94.7139,313,-19.1,-2.4,-27.3,-28.5,53,976.7,1013.8,rising rapidly,13.0,91,E,15.9,22.9,81,1500,none,0.0,0.0,57,2.2,258.2,Dust,108,280,68.1,107.6,88.8,48.8,1.02,03:00,21:00,18,-21.1,41.2,2.65
2023-07-22,18:24,BWI001,Baltimore - Washington,39.1754,-76.6684,46,-13.3,8.1,-20.7,-18.9,72,998.0,1003.5,falling,14.6,87,E,18.9,25.5,38,9000,rain,36.6,0.0,9,3.6,351.4,Drizzle,113,132,35.5,60.4,10.1,37.4,1.36,03:00,21:00,18,-14.9,11.5,4.93
2023-07-22,19:40,BOS001,Boston - Logan,42.3656,-71.0096,9,-16.5,2.3,-21.9,-23.1,67,1004.4,1005.5,rising,7.6,243,WSW,29.8,13.4,73,9000,snow,0.0,23.5,26,1.3,141.3,Blizzard,125,234,59.8,96.9,43.0,15.1,0.52,03:00,21:00,18,-19.1,39.9,1.61
2023-07-23,06:06,ANC001,Anchorage - Intl,61.1743,-149.9963,46,-32.7,-26.9,-48.3,-41.7,55,1015.9,1021.5,steady,26.5,290,WNW,36.8,34.9,15,,snow,0.0,26.0,21,0,0.0,Heavy Snow,122,60,17.0,28.8,40.7,15.2,0.23,03:00,21:00,18,-35.4,13.2,3.41
2023-07-23,11:47,SLC001,Salt Lake City - Intl,40.7884,-111.9778,1288,-10.1,13.8,-17.7,-19.1,55,862.2,1007.0,rising,18.7,25,NNE,30.4,38.7,83,9000,snow,0.0,19.9,70,4.4,527.1,Blowing Snow,123,246,63.3,108.5,78.0,65.0,0.9,03:00,21:00,18,-13.4,25.6,0
2023-07-23,11:48,ORD001,Chicago - O'Hare Area,41.9742,-87.9073,201,-5.7,21.7,-13.0,-11.9,69,993.6,1017.7,rising,23.3,243,WSW,28.7,10.2,23,,none,0.0,0.0,1,8.4,797.4,Haze,106,268,64.3,93.7,51.8,75.9,0.5,03:00,21:00,18,-7.0,19.4,5.12
